Date,Trap_Type,Trap_Number
05/29/20,Minnow,1060
05/29/20,Fukui,612
05/29/20,Minnow,1142
05/29/20,Fukui,638
05/29/20,Minnow,1075
05/29/20,Fukui,621
05/29/20,Minnow,379
05/29/20,Fukui,633
05/29/20,Minnow,674
05/29/20,Fukui,629
05/29/20,Minnow,394
05/29/20,Fukui,12
05/29/20,Minnow,1181
05/29/20,Fukui,11
05/29/20,Fukui,22
05/29/20,Minnow,1368
05/29/20,Fukui,616
05/29/20,Minnow,127
05/29/20,Minnow,1384
05/29/20,Fukui,369
05/29/20,Fukui,366
05/29/20,Minnow,50
05/29/20,Fukui,574
05/29/20,Minnow,1373
05/29/20,Minnow,1383
05/29/20,Fukui,635
06/04/20,Minnow,1176
06/04/20,Fukui,24
06/04/20,Minnow,1065
06/04/20,Fukui,20
06/04/20,Minnow,1142
06/04/20,Fukui,625
06/04/20,Minnow,1075
06/04/20,Fukui,19
06/04/20,Fukui,1
06/04/20,Minnow,1068
06/04/20,Fukui,15
06/04/20,Minnow,1069
06/04/20,Fukui,16
06/04/20,Minnow,1191
06/04/20,Minnow,1383
06/04/20,Fukui,633
06/04/20,Minnow,371
06/04/20,Fukui,6
06/04/20,Minnow,50
06/04/20,Fukui,21
06/04/20,Minnow,1073
06/04/20,Fukui,4
06/04/20,Fukui,365
06/04/20,Minnow,1150
06/04/20,Minnow,1063
06/04/20,Fukui,367
06/04/20,Fukui,18
06/04/20,Minnow,685
06/04/20,4-Way Shrimp,107
06/10/20,Fukui,19
06/10/20,Minnow,85
06/10/20,Fukui,6
06/10/20,Minnow,150
06/10/20,Fukui,4
06/10/20,Minnow,378
06/10/20,Fukui,625
06/10/20,Minnow,89
06/10/20,Fukui,21
06/10/20,Minnow,84
06/10/20,Fukui,16
06/10/20,Minnow,377
06/12/20,Minnow,92
06/12/20,Fukui,46
06/12/20,Minnow,137
06/12/20,Fukui,1141
06/12/20,Minnow,376
06/12/20,Fukui,12
06/12/20,Minnow,127
06/12/20,Fukui,366
06/12/20,Fukui,381
06/12/20,Minnow,148
06/12/20,Fukui,18
06/12/20,Minnow,1074
06/12/20,Fukui,619
06/12/20,Minnow,28
06/12/20,Minnow,1384
06/12/20,Fukui,628
06/12/20,Minnow,1183
06/12/20,Fukui,624
06/12/20,Minnow,136
06/12/20,Fukui,23
06/12/20,Fukui,636
06/12/20,Minnow,1193
06/12/20,Fukui,635
06/12/20,Minnow,1368
06/12/20,Minnow,138
06/12/20,Fukui,574
06/12/20,Fukui,633
06/12/20,Minnow,1149
06/10/20,Minnow,1192
06/10/20,Fukui,15
06/10/20,Minnow,1067
06/10/20,Fukui,1
06/10/20,Minnow,685
06/10/20,Fukui,364
06/10/20,Minnow,1069
06/10/20,Fukui,368
06/10/20,Minnow,1062
06/10/20,Fukui,384
06/10/20,Fukui,644
06/10/20,Fukui,648
06/10/20,Fukui,573
06/10/20,Fukui,1147
06/10/20,Fukui,608
06/10/20,Fukui,621
06/10/20,Fukui,612
06/10/20,Fukui,603
06/10/20,Fukui,640
06/10/20,Fukui,570
06/10/20,Fukui,618
06/10/20,Fukui,638
06/10/20,Fukui,1143
06/10/20,Fukui,572
06/10/20,Fukui,627
06/10/20,Minnow,57
06/10/20,Minnow,1071
06/10/20,Minnow,1184
06/10/20,Minnow,1187
06/10/20,Minnow,395
06/10/20,Minnow,62
06/10/20,Minnow,64
06/10/20,Minnow,1148
06/10/20,Minnow,60
06/10/20,Minnow,51
06/10/20,Fukui,365
06/10/20,Minnow,96
06/10/20,Minnow,133
06/10/20,Minnow,1382
06/10/20,Minnow,1066
06/10/20,Minnow,49
06/11/20,Fukui,645
06/11/20,Minnow,1075
06/11/20,Fukui,609
06/11/20,Minnow,1191
06/11/20,Fukui,1144
06/11/20,Minnow,1381
06/11/20,Minnow,377
06/11/20,Fukui,16
06/11/20,Minnow,378
06/11/20,Fukui,4
06/11/20,Minnow,150
06/11/20,Fukui,6
06/11/20,Minnow,85
06/11/20,Fukui,19
06/11/20,Minnow,84
06/11/20,Fukui,625
06/11/20,Minnow,89
06/11/20,Fukui,21
06/12/20,Minnow,89
06/12/20,Minnow,85
06/12/20,Fukui,625
06/12/20,Minnow,377
06/12/20,Fukui,21
06/12/20,Fukui,6
06/12/20,Minnow,378
06/12/20,Fukui,4
06/12/20,Minnow,150
06/12/20,Fukui,19
06/12/20,Minnow,84
06/12/20,Fukui,16
06/18/20,Minnow,72
06/18/20,Fukui,23
06/18/20,Minnow,128
06/18/20,Fukui,636
06/18/20,Minnow,130
06/18/20,Fukui,625
06/18/20,Minnow,1142
06/18/20,Fukui,366
06/18/20,Fukui,1141
06/18/20,Minnow,134
06/18/20,Fukui,46
06/18/20,Minnow,1176
06/18/20,Fukui,608
06/18/20,Minnow,132
06/18/20,Minnow,1073
06/18/20,Fukui,628
06/18/20,Minnow,1063
06/18/20,Fukui,609
06/18/20,Minnow,95
06/18/20,Fukui,12
06/18/20,Minnow,129
06/18/20,Fukui,367
06/18/20,Fukui,381
06/18/20,Minnow,75
06/18/20,Minnow,80
06/18/20,Fukui,19
06/18/20,Fukui,573
06/18/20,Minnow,131
06/24/20,Fukui,24
06/24/20,Minnow,1184
06/24/20,Fukui,608
06/24/20,Minnow,75
06/24/20,Fukui,368
06/24/20,Minnow,80
06/24/20,Fukui,572
06/24/20,Minnow,129
06/24/20,Fukui,365
06/24/20,Minnow,132
06/24/20,Fukui,644
06/24/20,Minnow,1073
06/26/20,Minnow,70
06/26/20,Fukui,366
06/26/20,Minnow,134
06/26/20,Fukui,20
06/26/20,Minnow,98
06/26/20,Fukui,46
06/26/20,Minnow,65
06/26/20,Fukui,19
06/26/20,Fukui,367
06/26/20,Minnow,1176
06/26/20,Fukui,12
06/26/20,Minnow,81
06/26/20,Fukui,609
06/26/20,Minnow,1069
06/26/20,Minnow,68
06/26/20,Fukui,625
06/26/20,Minnow,1063
06/26/20,Fukui,23
06/26/20,Minnow,95
06/26/20,Fukui,628
06/26/20,Minnow,100
06/26/20,Fukui,381
06/26/20,Fukui,1141
06/26/20,Minnow,73
06/26/20,Minnow,131
06/26/20,Fukui,573
06/26/20,Fukui,636
06/26/20,Minnow,1142
06/24/20,Fukui,621
06/24/20,Fukui,21
06/24/20,Fukui,603
06/24/20,Fukui,570
06/24/20,Fukui,627
06/24/20,Fukui,364
06/24/20,Fukui,15
06/24/20,Fukui,1
06/24/20,Fukui,640
06/24/20,Fukui,1147
06/24/20,Fukui,638
06/24/20,Fukui,648
06/24/20,Fukui,618
06/24/20,Fukui,612
06/24/20,Fukui,384
06/24/20,Minnow,72
06/24/20,Minnow,1367
06/24/20,Minnow,1068
06/24/20,Minnow,1065
06/24/20,Minnow,59
06/24/20,Minnow,50
06/24/20,Minnow,52
06/24/20,Minnow,388
06/24/20,Minnow,63
06/24/20,Minnow,1385
06/23/20,Fukui,574
06/23/20,Minnow,1059
06/23/20,Fukui,4
06/23/20,Minnow,1060
06/23/20,Fukui,6
06/23/20,Minnow,1178
06/23/20,Minnow,389
06/23/20,Fukui,1143
06/23/20,Minnow,373
06/23/20,Fukui,635
06/23/20,Minnow,1372
06/23/20,Fukui,633
06/24/20,Minnow,1071
06/24/20,Fukui,604
06/24/20,Minnow,51
06/24/20,Fukui,8
06/24/20,Minnow,133
06/24/20,Fukui,11
06/24/20,Minnow,1148
06/24/20,Fukui,369
06/24/20,Minnow,685
06/24/20,Fukui,7
06/23/20,Fukui,45
06/23/20,Minnow,1193
06/23/20,Fukui,3
06/23/20,Minnow,1368
06/23/20,Fukui,2
06/23/20,Minnow,138
06/24/20,Minnow,1373
06/24/20,Fukui,619
06/24/20,Minnow,1198
06/24/20,Fukui,18
06/24/20,Minnow,379
06/24/20,Fukui,624
06/23/20,Fukui,623
06/23/20,Minnow,1062
06/23/20,Fukui,22
06/23/20,Minnow,57
06/23/20,Fukui,616
06/23/20,Minnow,96
06/23/20,Minnow,394
06/23/20,Fukui,1144
06/23/20,Minnow,674
06/23/20,Fukui,16
06/23/20,Minnow,1181
06/23/20,Fukui,645
06/24/20,Minnow,96
06/24/20,Fukui,623
06/24/20,Minnow,57
06/24/20,Fukui,616
06/24/20,Minnow,1062
06/24/20,Fukui,22
06/25/20,Minnow,132
06/25/20,Fukui,368
06/25/20,Minnow,1184
06/25/20,Fukui,365
06/25/20,Fukui,24
06/25/20,Minnow,129
06/25/20,Fukui,608
06/25/20,Minnow,75
06/25/20,Fukui,572
06/25/20,Minnow,1073
06/25/20,Fukui,644
06/25/20,Minnow,1183
06/25/20,Fukui,633
06/25/20,Minnow,80
06/25/20,Fukui,6
06/25/20,Minnow,85
06/25/20,Fukui,4
06/25/20,Minnow,150
06/25/20,Fukui,3
06/25/20,Minnow,136
06/25/20,Fukui,16
06/25/20,Minnow,389
06/25/20,Fukui,2
06/25/20,Minnow,1060
06/25/20,Minnow,92
06/25/20,Fukui,45
06/25/20,Minnow,1059
06/25/20,Fukui,653
06/25/20,Minnow,378
06/25/20,Fukui,574
06/25/20,Fukui,1143
06/25/20,Minnow,1381
07/08/20,Fukui,616
07/08/20,Minnow,134
07/08/20,Fukui,574
07/08/20,Minnow,73
07/08/20,Fukui,22
07/08/20,Minnow,389
07/08/20,Fukui,572
07/08/20,Minnow,133
07/08/20,Fukui,3
07/08/20,Minnow,378
07/08/20,Fukui,7
07/08/20,Minnow,65
07/10/20,Minnow,1381
07/10/20,Fukui,604
07/10/20,Minnow,1063
07/10/20,Fukui,624
07/10/20,Minnow,1059
07/10/20,Fukui,1147
07/10/20,Minnow,1198
07/10/20,Fukui,618
07/10/20,Fukui,367
07/10/20,Minnow,68
07/10/20,Fukui,12
07/10/20,Minnow,70
07/10/20,Fukui,15
07/10/20,Minnow,132
07/10/20,Minnow,80
07/10/20,Fukui,619
07/10/20,Minnow,1073
07/10/20,Fukui,627
07/10/20,Minnow,685
07/10/20,Fukui,364
07/10/20,Minnow,95
07/10/20,Fukui,46
07/10/20,Fukui,366
07/10/20,Minnow,92
07/10/20,Minnow,81
07/10/20,Fukui,628
07/10/20,Fukui,19
07/10/20,Minnow,85
07/09/20,Minnow,1184
07/09/20,Fukui,635
07/09/20,Minnow,1176
07/09/20,Fukui,648
07/09/20,Fukui,1143
07/09/20,Minnow,131
07/09/20,Minnow,75
07/09/20,Fukui,4
07/09/20,Minnow,129
07/09/20,Fukui,638
07/08/20,Minnow,1069
07/08/20,Fukui,640
07/08/20,Minnow,1148
07/08/20,Minnow,1142
07/08/20,Fukui,621
07/08/20,Fukui,2
07/08/20,Minnow,1071
07/08/20,Fukui,8
07/08/20,Fukui,21
07/09/20,Fukui,603
07/09/20,Minnow,98
07/08/20,Minnow,100
07/08/20,Fukui,625
07/08/20,Minnow,150
07/08/20,Fukui,23
07/08/20,Minnow,1060
07/08/20,Fukui,570
07/08/20,Minnow,136
07/08/20,Fukui,1
07/08/20,Minnow,1183
07/08/20,Fukui,20
07/09/20,Fukui,612
07/09/20,Fukui,623
07/09/20,Fukui,609
07/09/20,Fukui,573
07/09/20,Fukui,1141
07/09/20,Fukui,608
07/09/20,Fukui,16
07/09/20,Fukui,633
07/09/20,Fukui,636
07/09/20,Fukui,24
07/09/20,Fukui,381
07/09/20,Fukui,368
07/09/20,Fukui,369
07/09/20,Fukui,365
07/09/20,Fukui,384
07/09/20,Minnow,63
07/09/20,Minnow,51
07/09/20,Minnow,72
07/09/20,Minnow,1178
07/09/20,Minnow,50
07/09/20,Minnow,1368
07/09/20,Minnow,373
07/09/20,Minnow,1187
07/09/20,Minnow,1181
07/09/20,Minnow,1372
07/08/20,Minnow,138
07/08/20,Minnow,1367
07/08/20,Fukui,45
07/08/20,Fukui,6
07/08/20,Minnow,1385
07/08/20,Fukui,644
07/08/20,Minnow,394
07/08/20,Fukui,620
07/08/20,Minnow,1065
07/08/20,Fukui,645
07/08/20,Minnow,1193
07/08/20,Fukui,1144
07/08/20,Minnow,584
07/08/20,Fukui,11
07/08/20,Minnow,96
07/08/20,Fukui,18
07/08/20,Minnow,57
07/08/20,Fukui,629
07/08/20,Minnow,1062
07/09/20,Minnow,134
07/09/20,Fukui,616
07/09/20,Minnow,73
07/09/20,Fukui,574
07/09/20,Minnow,389
07/09/20,Fukui,3
07/09/20,Minnow,65
07/09/20,Fukui,572
07/09/20,Minnow,378
07/09/20,Fukui,7
07/09/20,Minnow,133
07/09/20,Fukui,22
07/09/20,Minnow,1071
07/09/20,Minnow,1069
07/09/20,Minnow,1148
07/09/20,Fukui,21
07/09/20,Fukui,621
07/09/20,Fukui,2
07/09/20,Minnow,1142
07/09/20,Fukui,8
07/09/20,Fukui,640
07/09/20,Fukui,620
07/09/20,Fukui,644
07/09/20,Fukui,6
07/09/20,Minnow,1367
07/09/20,Minnow,57
07/09/20,Minnow,1065
07/09/20,Minnow,138
07/09/20,Minnow,96
07/09/20,Minnow,394
07/09/20,Fukui,45
07/15/20,Minnow,1378-P
07/15/20,Fukui,168-Y
07/15/20,Minnow,1068-P
07/15/20,Fukui,137-Y
07/15/20,Minnow,1150-B
07/15/20,Fukui,172-Y
07/15/20,Minnow,377-R
07/15/20,Fukui,121-Y
07/15/20,Fukui,118-Y
07/15/20,Minnow,61-P
07/15/20,Fukui,128-Y
07/15/20,Minnow,1382-P
07/15/20,Fukui,110-Y
07/15/20,Minnow,1149-B
07/15/20,Minnow,375-R
07/15/20,Fukui,125-Y
07/15/20,Minnow,1070-B
07/15/20,Fukui,104-Y
07/15/20,Minnow,1190-B
07/15/20,Fukui,155-Y
07/15/20,Minnow,60-P
07/15/20,Fukui,187-Y
07/15/20,Fukui,131-Y
07/15/20,Minnow,1387-P
07/15/20,Minnow,139-P
07/15/20,Fukui,141-Y
07/15/20,Fukui,119-Y
07/15/20,Minnow,1383-P
07/15/20,Minnow,49-P
07/15/20,Fukui,169-Y
07/15/20,Minnow,1145-B
07/15/20,Fukui,130-Y
07/15/20,Minnow,1182-B
07/15/20,Fukui,115-Y
07/15/20,Minnow,1179-B
07/15/20,Fukui,145-Y
07/15/20,Minnow,1177-B
07/15/20,Fukui,154-Y
07/15/20,Minnow,1180-B
07/15/20,Fukui,153-Y
07/15/20,Fukui,111-Y
07/15/20,Minnow,64-P
07/15/20,Fukui,129-Y
07/15/20,Minnow,57-P
07/15/20,Fukui,184-Y
07/15/20,Minnow,674-P
07/15/20,Fukui,142-Y
07/15/20,Minnow,394-R
07/15/20,Fukui,160-Y
07/15/20,Minnow,85-P
07/22/20,Fukui,620-P
07/22/20,Minnow,1383-P
07/22/20,Fukui,2-P
07/22/20,Minnow,1070-B
07/22/20,Fukui,46-P
07/22/20,Minnow,377-R
07/22/20,Fukui,644-P
07/22/20,Minnow,1145-B
07/22/20,Fukui,603-P
07/22/20,Minnow,1150-B
07/22/20,Fukui,21-P
07/22/20,Minnow,49-P
07/24/20,Minnow,60-P
07/24/20,Fukui,3-P
07/24/20,Minnow,64-P
07/24/20,Fukui,369-R
07/24/20,Minnow,394-R
07/24/20,Fukui,8-P
07/24/20,Minnow,1182-B
07/24/20,Fukui,7-P
07/24/20,Fukui,365-R
07/24/20,Minnow,139-P
07/24/20,Fukui,16-P
07/24/20,Minnow,1179-B
07/24/20,Fukui,11-P
07/24/20,Minnow,1180-B
07/24/20,Minnow,1190-B
07/24/20,Fukui,384-R
07/24/20,Minnow,1177-B
07/24/20,Fukui,4-P
07/24/20,Minnow,1387-P
07/24/20,Fukui,22-P
07/24/20,Minnow,1378-P
07/24/20,Fukui,381-R
07/24/20,Fukui,24-P
07/24/20,Minnow,674-P
07/24/20,Minnow,1068-B
07/24/20,Fukui,633-P
07/24/20,Fukui,636-P
07/24/20,Minnow,375-R
07/22/20,Minnow,1071-B
07/22/20,Minnow,138-P
07/22/20,Minnow,1184-B
07/22/20,Minnow,131-P
07/22/20,Minnow,1065-B
07/22/20,Minnow,1183-B
07/22/20,Minnow,65-P
07/22/20,Minnow,1367-P
07/22/20,Minnow,113-P
07/22/20,Minnow,129-P
07/22/20,Fukui,19-P
07/22/20,Fukui,18-P
07/22/20,Fukui,1143-B
07/22/20,Fukui,608-P
07/22/20,Fukui,20-P
07/22/20,Fukui,1147-B
07/22/20,Fukui,640-P
07/22/20,Fukui,45-P
07/22/20,Fukui,6-P
07/22/20,Fukui,366-R
07/22/20,Fukui,604-P
07/22/20,Fukui,635-P
07/22/20,Fukui,1-P
07/22/20,Fukui,1141-B
07/22/20,Fukui,616-P
07/21/20,Minnow,73-P
07/21/20,Fukui,527-P
07/21/20,Minnow,1059-B
07/21/20,Fukui,368-R
07/21/20,Minnow,150-P
07/21/20,Fukui,638-P
07/21/20,Minnow,1382-P
07/21/20,Fukui,612-P
07/21/20,Minnow,685-P
07/21/20,Fukui,629-P
07/21/20,Minnow,1176-B
07/21/20,Fukui,573-P
07/21/20,Minnow,378-R
07/21/20,Fukui,609-P
07/21/20,Minnow,98-P
07/21/20,Fukui,619-P
07/21/20,Minnow,51-P
07/21/20,Fukui,15-P
07/22/20,Minnow,1381-P
07/22/20,Fukui,627-P
07/22/20,Minnow,1063-B
07/22/20,Fukui,367-R
07/22/20,Minnow,52-P
07/22/20,Fukui,618-P
07/22/20,Minnow,1198-B
07/22/20,Fukui,648-P
07/22/20,Minnow,95-P
07/22/20,Fukui,624-P
07/21/20,Fukui,364-R
07/21/20,Minnow,1062-B
07/21/20,Fukui,12-P
07/21/20,Minnow,1073-B
07/21/20,Fukui,574-P
07/21/20,Minnow,80-P
07/21/20,Fukui,621-P
07/21/20,Minnow,57-P
07/21/20,Fukui,628-P
07/21/20,Minnow,395-R
07/21/20,Fukui,570-P
07/21/20,Minnow,373-R
07/21/20,Minnow,85-P
07/21/20,Fukui,23-P
07/21/20,Minnow,61-P
07/21/20,Fukui,1144-B
07/21/20,Minnow,1149-B
07/21/20,Fukui,645-P
07/22/20,Minnow,73-P
07/22/20,Fukui,572-P
07/22/20,Minnow,1059-B
07/22/20,Fukui,638-P
07/22/20,Minnow,150-P
07/22/20,Fukui,368-R
07/22/20,Fukui,573-P
07/22/20,Minnow,395-R
07/22/20,Fukui,609-P
07/22/20,Minnow,373-R
07/22/20,Fukui,629-P
07/22/20,Minnow,1149-B
07/22/20,Fukui,15-P
-,Minnow,61-P
-,Fukui,612-P
07/22/20,Minnow,85-P
07/22/20,Fukui,619-P
07/22/20,Minnow,57-P
07/23/20,Fukui,620-P
07/23/20,Minnow,1070-B
07/23/20,Fukui,46-P
07/23/20,Minnow,1145-B
07/23/20,Fukui,2-P
07/23/20,Minnow,1383-P
07/23/20,Fukui,644-P
07/23/20,Minnow,1050-B
07/23/20,Fukui,21-P
07/23/20,Minnow,377-R
07/23/20,Fukui,603-P
07/23/20,Minnow,49-P
07/24/20,Fukui,616-P
07/24/20,Fukui,20-P
07/24/20,Fukui,1-P
07/24/20,Fukui,640-P
07/24/20,Fukui,1147-B
07/24/20,Fukui,45-P
07/24/20,Fukui,366-R
07/24/20,Fukui,608-P
07/24/20,Fukui,635-P
07/24/20,Fukui,6-P
07/24/20,Fukui,1141-B
07/24/20,Fukui,1143-B
07/24/20,Fukui,18-P
07/24/20,Fukui,604-P
07/24/20,Fukui,19-P
07/31/20,Minnow,1366-P
07/31/20,Fukui,570-P
07/31/20,Minnow,1370-P
07/31/20,Fukui,367-R
07/31/20,Minnow,1369-P
07/31/20,Fukui,624-P
07/31/20,Minnow,1386-P
07/31/20,Fukui,23-P
07/31/20,Minnow,1390-P
07/31/20,Fukui,21-P
07/31/20,Minnow,149-P
07/31/20,Fukui,619-P
07/31/20,Minnow,1371-P
07/31/20,Fukui,6-P
07/31/20,Minnow,140-P
07/31/20,Fukui,608-P
07/31/20,Minnow,147-P
07/31/20,Fukui,574-P
07/31/20,Minnow,146-P
07/31/20,Minnow,83-P
07/31/20,Fukui,46-P
07/31/20,Minnow,141-P
07/31/20,Fukui,623-P
07/31/20,Minnow,143-P
07/31/20,Fukui,1144-B
07/31/20,Fukui,22-P
07/31/20,Minnow,135-P
07/30/20,Minnow,27-P
07/31/20,Fukui,365-R
07/31/20,Minnow,142-P
07/31/20,Fukui,15-P
07/31/20,Fukui,381-R
07/31/20,Minnow,145-P
07/31/20,Fukui,628-P
07/31/20,Minnow,144-P
07/31/20,Fukui,384-R
07/31/20,Minnow,1388-P
07/31/20,Fukui,12-P
07/30/20,Fukui,369-R
07/30/20,Minnow,1389-P
07/30/20,4-Way Shrimp,105-Y
07/30/20,4-Way Shrimp,106-Y
07/31/20,Minnow,27-P
07/31/20,Fukui,369-R
07/31/20,Minnow,1389-P
08/05/20,Fukui,1-P
08/05/20,Minnow,96-P
08/05/20,Fukui,381-R
08/05/20,Minnow,1142-B
08/05/20,Fukui,366-R
08/05/20,Minnow,685-P
08/05/20,Fukui,15-P
08/05/20,Minnow,1382-P
08/05/20,Fukui,1141-B
08/05/20,Minnow,136-P
08/05/20,Fukui,1143-B
08/05/20,Minnow,1378-P
08/07/20,Minnow,51-P
08/07/20,Fukui,608-P
08/07/20,Minnow,1062-B
08/07/20,Fukui,21-P
08/07/20,Minnow,1059-B
08/07/20,Fukui,46-P
08/07/20,Minnow,138-P
08/07/20,Fukui,624-P
08/07/20,Fukui,628-P
08/07/20,Minnow,1373-P
08/07/20,Fukui,384-R
08/07/20,Minnow,1367-P
08/07/20,Fukui,574-P
08/07/20,Minnow,1071-B
08/07/20,Minnow,98-P
08/07/20,Fukui,6-P
08/07/20,Minnow,379-R
08/07/20,Fukui,22-P
08/07/20,Minnow,57-P
08/07/20,Fukui,365-R
08/07/20,Minnow,80-P
08/07/20,Fukui,619-P
08/07/20,Fukui,570-P
08/07/20,Minnow,131-P
08/07/20,Minnow,1176-B
08/07/20,Fukui,623-P
08/07/20,Fukui,1144-B
08/07/20,Minnow,378-R
08/05/20,Minnow,135-P
08/05/20,Fukui,18-P
08/05/20,Minnow,142-P
08/05/20,Fukui,16-P
08/05/20,Minnow,141-P
08/05/20,Fukui,4-P
08/05/20,Minnow,145-P
08/05/20,Fukui,7-P
08/05/20,Minnow,143-P
08/05/20,Fukui,604-P
08/06/20,Fukui,1147-B
08/06/20,Fukui,23-P
08/06/20,Fukui,640-P
08/06/20,Fukui,12-P
08/06/20,Fukui,367-R
08/06/20,Fukui,3-P
08/06/20,Fukui,609-P
08/06/20,Fukui,11-P
08/06/20,Fukui,369-R
08/06/20,Fukui,627-P
08/06/20,Fukui,45-P
08/06/20,Fukui,645-P
08/06/20,Fukui,368-R
08/06/20,Fukui,19-P
08/06/20,Fukui,618-P
08/05/20,Minnow,1369-P
08/05/20,Minnow,1371-P
08/05/20,Minnow,1366-P
08/05/20,Minnow,1390-P
08/05/20,Minnow,140-P
08/05/20,Minnow,1370-P
08/05/20,Minnow,149-P
08/05/20,Minnow,27-P
08/05/20,Minnow,1386-P
08/05/20,Minnow,147-P
08/05/20,Fukui,638-P
08/05/20,Minnow,134-P
08/05/20,Fukui,621-P
08/05/20,Minnow,1072-B
08/05/20,Fukui,648-P
08/05/20,Minnow,130-P
08/05/20,Fukui,573-P
08/05/20,Minnow,1148-B
08/05/20,Fukui,572-P
08/05/20,Minnow,389-R
08/06/20,Minnow,371-R
08/06/20,Minnow,1066-B
08/06/20,Minnow,126-P
08/06/20,Minnow,388-R
08/05/20,Minnow,75-P
08/05/20,Fukui,160-Y
08/05/20,Minnow,1177-B
08/05/20,Fukui,143-Y
08/05/20,Minnow,394-R
08/05/20,Fukui,155-Y
08/05/20,Minnow,1179-B
08/05/20,Fukui,616-P
08/05/20,Minnow,1372-P
08/05/20,Fukui,118-Y
08/05/20,Minnow,59-P
08/05/20,Fukui,2-P
08/05/20,Minnow,1060-B
08/05/20,Fukui,24-P
08/05/20,Minnow,1385-P
08/05/20,Fukui,633-P
08/05/20,Minnow,1181-B
08/05/20,Fukui,108-Y
08/05/20,Minnow,72-P
08/05/20,Fukui,149-Y
08/05/20,Minnow,1180-B
08/05/20,Fukui,8-P
08/05/20,Minnow,1145-B
08/05/20,Fukui,635-P
08/05/20,Minnow,1383-P
08/05/20,Fukui,135-Y
08/05/20,Minnow,1182-B
08/05/20,Fukui,644-P
08/05/20,Minnow,60-P
08/05/20,Fukui,20-P
08/06/20,Minnow,1378-P
08/06/20,Fukui,1141-B
08/06/20,Minnow,1382-P
08/06/20,Fukui,15-P
08/06/20,Minnow,136-P
08/06/20,Fukui,1143-B
08/06/20,Minnow,685-P
08/06/20,Fukui,1-P
08/06/20,Minnow,96-P
08/06/20,Fukui,381-R
08/06/20,Minnow,1142-B
08/06/20,Fukui,366-R
08/06/20,Fukui,4-P
08/06/20,Minnow,142-P
08/06/20,Fukui,16-P
08/06/20,Minnow,141-P
08/06/20,Fukui,604-P
08/06/20,Minnow,143-P
08/06/20,Fukui,7-P
08/06/20,Minnow,135-P
08/06/20,Fukui,18-P
08/06/20,Minnow,145-P
08/07/20,Minnow,1378-P
08/07/20,Fukui,1141-B
08/14/20,Minnow,1071-B
08/14/20,Fukui,628-P
08/14/20,Minnow,1062-B
08/14/20,Fukui,623-P
08/14/20,Minnow,126-P
08/14/20,Fukui,46-P
08/14/20,Minnow,141-P
08/14/20,Fukui,608-P
08/14/20,Fukui,384-R
08/14/20,Minnow,138-P
08/14/20,Fukui,574-P
08/14/20,Minnow,131-P
08/14/20,Fukui,365-R
