Date,Trap_Type,Trap_Number
4/16/21,Minnow,1320-G
4/16/21,Fukui,22-P
4/16/21,Minnow,174-P
4/16/21,Fukui,611-P
4/16/21,Minnow,1178-B
4/16/21,Fukui,1187-Y
4/16/21,Fukui,1194-Y
4/16/21,Minnow,1131-Y
4/16/21,Minnow,57-P
4/16/21,Fukui,1121-B
4/16/21,Fukui,1311-G
4/16/21,Minnow,678-P
4/16/21,Minnow,1389-G
4/16/21,Fukui,1124-B
4/16/21,Minnow,1383-P
4/16/21,Fukui,164-Y
4/16/21,Minnow,658-P
4/16/21,Fukui,1394-G
4/16/21,Minnow,1182-B
4/16/21,Fukui,1101-Y
4/16/21,Minnow,1404-R
4/16/21,Fukui,177-Y
4/16/21,Minnow,141-P
4/16/21,Fukui,149-Y
4/16/21,Minnow,51-P
4/16/21,Fukui,1172-Y
4/16/21,Minnow,1378-P
4/16/21,Fukui,1304-G
4/16/21,Minnow,147-Y
4/16/21,Fukui,104-Y
4/16/21,Minnow,168-P
4/16/21,Fukui,1312-G
4/16/21,Minnow,1351-G
4/16/21,Fukui,581-P
4/16/21,Fukui,1361-G
4/16/21,Minnow,172-P
4/16/21,Fukui,12-P
4/16/21,Minnow,1427-R
4/16/21,Fukui,145-Y
4/16/21,Minnow,684-P
4/16/21,Fukui,367-R
4/16/21,Minnow,630-P
4/16/21,Fukui,20-P
4/16/21,Minnow,1425-R
4/16/21,Fukui,1136-B
4/16/21,Minnow,1467-R
4/16/21,Fukui,1489-R
4/16/21,Minnow,1413-R
4/16/21,Fukui,1356-G
4/16/21,Minnow,1397-P
4/16/21,Fukui,128-Y
4/16/21,Minnow,637-P
4/16/21,Fukui,573-P
4/16/21,Minnow,1148-B
4/16/21,Fukui,23-P
4/16/21,Minnow,1092-Y
4/16/21,Fukui,1190-Y
4/16/21,Minnow,173-Y
4/16/21,Fukui,1100-Y
4/16/21,Minnow,1142-B
4/16/21,Fukui,123-Y
4/16/21,Minnow,681-P
4/16/21,Fukui,115-Y
4/16/21,Minnow,166-P
4/27/21,Minnow,154-P
4/27/21,Fukui,618-P
4/27/21,Minnow,1081-Y
4/27/21,Fukui,23-P
4/27/21,Minnow,73-P
4/27/21,Fukui,644-P
4/27/21,Minnow,1343-G
4/27/21,Fukui,176-P
4/27/21,Fukui,690-P
4/27/21,Minnow,75-P
4/27/21,Fukui,602-P
4/27/21,Minnow,1423-R
4/27/21,Fukui,19-P
4/27/21,Minnow,1388-P
4/27/21,Minnow,161-P
4/27/21,Fukui,619-P
4/27/21,Minnow,1323-G
4/27/21,Fukui,570-P
4/27/21,Minnow,160-P
4/27/21,Fukui,621-P
4/27/21,Minnow,1119-Y
4/27/21,Fukui,609-Y
4/27/21,Fukui,20-P
4/27/21,Minnow,139-Y
4/27/21,Minnow,1400-P
4/27/21,Fukui,574-P
4/27/21,Fukui,12-P
4/27/21,Minnow,185-Y
4/27/21,Minnow,158-P
4/27/21,Fukui,648-P
4/27/21,Minnow,668-P
4/27/21,Fukui,166-Y
4/27/21,Minnow,1320-G
4/27/21,Fukui,194-Y
4/27/21,Minnow,57-P
4/27/21,Fukui,115-Y
4/27/21,Minnow,1131-Y
4/27/21,Fukui,178-Y
4/27/21,Minnow,1404-R
4/27/21,Fukui,104-Y
4/27/21,Minnow,142-P
4/27/21,Fukui,184-Y
4/27/21,Minnow,1106-Y
4/27/21,Fukui,1156-Y
4/27/21,Minnow,1426-R
4/27/21,Fukui,1181-Y
4/27/21,Minnow,1178-B
4/27/21,Fukui,1100-Y
4/27/21,Minnow,141-P
4/27/21,Fukui,141-Y
4/27/21,Fukui,128-Y
4/27/21,Minnow,146-P
4/27/21,Fukui,176-Y
4/27/21,Minnow,184-P
4/27/21,Fukui,1172-Y
4/27/21,Minnow,1121-Y
4/27/21,Fukui,1175-Y
4/27/21,Minnow,1072-B
4/27/21,Fukui,148-Y
4/27/21,Minnow,182-Y
4/27/21,Fukui,1177-Y
4/27/21,Minnow,193-P
4/27/21,Fukui,145-Y
4/27/21,Minnow,192-P
4/27/21,Fukui,123-Y
4/27/21,Minnow,662-P
4/27/21,Fukui,121-Y
4/27/21,Minnow,157-P
4/27/21,Fukui,1190-Y
4/27/21,Minnow,35-P
4/27/21,Fukui,119-Y
4/27/21,Minnow,1399-G
4/27/21,Fukui,1167-Y
4/27/21,Minnow,1151-Y
4/27/21,Fukui,164-Y
4/27/21,Minnow,196-P
4/27/21,Fukui,1195-Y
4/27/21,Minnow,1107-Y
4/27/21,Fukui,1187-Y
4/27/21,Minnow,1154-Y
4/28/21,Minnow,154-P
4/28/21,Fukui,618-P
4/28/21,Minnow,1081-Y
4/28/21,Fukui,23-P
4/28/21,Minnow,73-P
4/28/21,Fukui,644-P
4/28/21,Minnow,1343-G
4/28/21,Fukui,176-P
4/28/21,Fukui,690-P
4/28/21,Minnow,75-P
4/28/21,Fukui,602-P
4/28/21,Minnow,1423-R
4/28/21,Fukui,19-P
4/28/21,Minnow,1388-P
4/28/21,Minnow,161-P
4/28/21,Fukui,619-P
4/28/21,Minnow,1323-G
4/28/21,Fukui,570-P
4/28/21,Minnow,160-P
4/28/21,Fukui,621-P
4/28/21,Minnow,1119-Y
4/28/21,Fukui,609-Y
4/28/21,Fukui,20-P
4/28/21,Minnow,139-Y
4/28/21,Minnow,1400-P
4/28/21,Fukui,574-P
4/28/21,Fukui,12-P
4/28/21,Minnow,185-Y
4/28/21,Minnow,158-P
4/28/21,Fukui,648-P
4/28/21,Minnow,668-P
4/28/21,Fukui,166-Y
4/28/21,Minnow,1320-G
4/28/21,Fukui,194-Y
4/28/21,Minnow,57-P
4/28/21,Fukui,115-Y
4/28/21,Minnow,1131-Y
4/28/21,Fukui,178-Y
4/28/21,Minnow,1404-R
4/28/21,Fukui,104-Y
4/28/21,Minnow,142-P
4/28/21,Fukui,184-Y
4/28/21,Minnow,1106-Y
4/28/21,Fukui,1156-Y
4/28/21,Minnow,1426-R
4/28/21,Fukui,1181-Y
4/28/21,Minnow,1178-B
4/28/21,Fukui,1100-Y
4/28/21,Minnow,141-P
4/28/21,Fukui,141-Y
4/28/21,Fukui,128-Y
4/28/21,Minnow,146-P
4/28/21,Fukui,176-Y
4/28/21,Minnow,184-P
4/28/21,Fukui,1172-Y
4/28/21,Minnow,1121-Y
4/28/21,Fukui,1175-Y
4/28/21,Minnow,1072-B
4/28/21,Fukui,148-Y
4/28/21,Minnow,182-Y
4/28/21,Fukui,1177-Y
4/28/21,Minnow,193-P
4/28/21,Fukui,145-Y
4/28/21,Minnow,192-P
4/28/21,Fukui,123-Y
4/28/21,Minnow,662-P
4/28/21,Fukui,121-Y
4/28/21,Minnow,157-P
4/28/21,Fukui,1190-Y
4/28/21,Minnow,35-P
4/28/21,Fukui,119-Y
4/28/21,Minnow,1399-G
4/28/21,Fukui,1167-Y
4/28/21,Minnow,1151-Y
4/28/21,Fukui,164-Y
4/28/21,Minnow,196-P
4/28/21,Fukui,1195-Y
4/28/21,Minnow,1107-Y
4/28/21,Fukui,1187-Y
4/28/21,Minnow,1154-Y
4/28/21,Fukui,1179-Y
4/28/21,Minnow,668-P
4/28/21,Fukui,1101-Y
4/28/21,Minnow,684-P
4/28/21,Minnow,168-P
4/28/21,Fukui,149-Y
4/28/21,Minnow,147-Y
4/28/21,Fukui,624-P
4/28/21,Minnow,678-P
4/28/21,Minnow,1084-Y
4/28/21,Fukui,187-Y
4/28/21,Fukui,1361-G
4/28/21,Minnow,1383-P
4/28/21,Fukui,133-Y
4/28/21,Minnow,174-P
4/28/21,Fukui,1188-Y
4/28/21,Fukui,177-Y
4/28/21,Minnow,630-P
4/28/21,Fukui,1194-Y
4/28/21,Minnow,172-P
4/28/21,Minnow,1092-Y
4/28/21,Fukui,581-P
4/28/21,Minnow,183-P
4/28/21,Fukui,22-P
4/28/21,Minnow,1378-P
4/28/21,Fukui,611-P
4/28/21,Minnow,1481-R
4/28/21,Fukui,572-P
4/28/21,Minnow,1351-G
4/28/21,Fukui,573-P
4/28/21,Minnow,1182-B
4/28/21,Fukui,1489-R
4/28/21,Minnow,1427-R
4/28/21,Fukui,1496-R
4/28/21,Minnow,1389-G
4/28/21,Fukui,1498-R
4/28/21,Minnow,1148-B
4/28/21,Fukui,1488-R
4/28/21,Minnow,658-P
4/28/21,Fukui,1461-R
4/29/21,Minnow,154-P
4/29/21,Fukui,618-P
4/29/21,Minnow,1081-Y
4/29/21,Fukui,23-P
4/29/21,Minnow,73-P
4/29/21,Fukui,644-P
4/29/21,Minnow,1343-G
4/29/21,Fukui,176-P
4/29/21,Fukui,690-P
4/29/21,Minnow,75-P
4/29/21,Fukui,602-P
4/29/21,Minnow,1423-R
4/29/21,Fukui,19-P
4/29/21,Minnow,1388-P
4/29/21,Minnow,161-P
4/29/21,Fukui,619-P
4/29/21,Minnow,1323-G
4/29/21,Fukui,570-P
4/29/21,Minnow,160-P
4/29/21,Fukui,621-P
4/29/21,Minnow,1119-Y
4/29/21,Fukui,609-Y
4/29/21,Fukui,20-P
4/29/21,Minnow,139-Y
4/29/21,Minnow,1400-P
4/29/21,Fukui,574-P
4/29/21,Fukui,12-P
4/29/21,Minnow,185-Y
4/29/21,Minnow,158-P
4/29/21,Fukui,648-P
4/28/21,Fukui,1179-Y
4/28/21,Minnow,668-P
4/28/21,Fukui,1101-Y
4/28/21,Minnow,684-P
4/28/21,Minnow,168-P
4/28/21,Fukui,149-Y
4/28/21,Minnow,147-Y
4/28/21,Fukui,624-P
4/28/21,Minnow,678-P
4/28/21,Minnow,1084-Y
4/28/21,Fukui,187-Y
4/28/21,Fukui,1361-G
4/28/21,Minnow,1383-P
4/28/21,Fukui,133-Y
4/28/21,Minnow,174-P
4/28/21,Fukui,1188-Y
4/28/21,Fukui,177-Y
4/28/21,Minnow,630-P
4/28/21,Fukui,1194-Y
4/28/21,Minnow,172-P
4/28/21,Minnow,668-P
4/28/21,Fukui,166-Y
4/28/21,Minnow,1320-G
4/28/21,Fukui,194-Y
4/28/21,Minnow,57-P
4/28/21,Fukui,115-Y
4/28/21,Minnow,1131-Y
4/28/21,Fukui,178-Y
4/28/21,Minnow,1404-R
4/28/21,Fukui,104-Y
4/28/21,Minnow,142-P
4/28/21,Fukui,184-Y
4/28/21,Minnow,1106-Y
4/28/21,Fukui,1156-Y
4/28/21,Minnow,1426-R
4/28/21,Fukui,1181-Y
4/28/21,Minnow,1178-B
4/28/21,Fukui,1100-Y
4/28/21,Minnow,141-P
4/28/21,Fukui,141-Y
4/28/21,Hand,N/A
4/29/21,Minnow,1121-Y
4/29/21,Fukui,148-Y
4/29/21,Minnow,146-P
4/29/21,Fukui,176-Y
4/29/21,Minnow,184-P
4/29/21,Fukui,128-Y
4/29/21,Fukui,1175-Y
4/29/21,Minnow,182-Y
4/29/21,Fukui,1190-Y
4/29/21,Minnow,1389-G
4/29/21,Fukui,1172-Y
4/29/21,Minnow,1072-B
4/29/21,Minnow,193-P
4/29/21,Fukui,1187-Y
4/29/21,Minnow,157-P
4/29/21,Fukui,1167-Y
4/29/21,Minnow,192-P
4/29/21,Fukui,1461-R
4/29/21,Minnow,183-P
4/29/21,Fukui,1489-R
4/29/21,Minnow,1092-Y
4/29/21,Fukui,1488-R
4/29/21,Minnow,1182-B
4/29/21,Fukui,1496-R
4/29/21,Minnow,658-P
4/29/21,Fukui,121-Y
4/29/21,Minnow,1481-R
4/29/21,Fukui,145-Y
4/29/21,Minnow,1378-P
4/29/21,Fukui,1195-Y
4/29/21,Minnow,662-P
4/29/21,Fukui,1498-R
4/29/21,Minnow,35-P
4/29/21,Fukui,119-Y
4/29/21,Minnow,1399-G
4/29/21,Fukui,123-Y
4/30/21,Minnow,668-P
4/30/21,Fukui,166-Y
4/30/21,Minnow,1320-G
4/30/21,Fukui,115-Y
4/30/21,Minnow,57-P
4/30/21,Fukui,178-Y
4/30/21,Minnow,1131-Y
4/30/21,Fukui,104-Y
4/30/21,Minnow,1404-R
4/30/21,Fukui,184-Y
4/30/21,Minnow,154-P
4/30/21,Fukui,618-P
4/30/21,Minnow,1081-Y
4/30/21,Fukui,23-P
4/30/21,Minnow,73-P
4/30/21,Fukui,644-P
4/30/21,Minnow,1343-G
4/30/21,Fukui,176-P
4/30/21,Fukui,690-P
4/30/21,Minnow,75-P
4/30/21,Fukui,602-P
4/30/21,Minnow,1423-R
4/30/21,Fukui,19-P
4/30/21,Minnow,1388-P
4/30/21,Minnow,161-P
4/30/21,Fukui,619-P
4/30/21,Minnow,1323-G
4/30/21,Fukui,570-P
4/30/21,Minnow,160-P
4/30/21,Fukui,621-P
4/30/21,Minnow,1119-Y
4/30/21,Fukui,609-Y
4/30/21,Fukui,20-P
4/30/21,Minnow,139-Y
4/30/21,Minnow,1400-P
4/30/21,Fukui,574-P
4/30/21,Fukui,12-P
4/30/21,Minnow,185-Y
4/30/21,Minnow,158-P
4/30/21,Fukui,648-P
5/11/21,Minnow,185-Y
5/11/21,Fukui,1496-R
5/11/21,Minnow,1423-R
5/11/21,Fukui,176-P
5/11/21,Minnow,1323-G
5/11/21,Fukui,624-P
5/11/21,Minnow,160-P
5/11/21,Fukui,119-Y
5/11/21,Fukui,1195-Y
5/11/21,Minnow,1072-B
5/11/21,Fukui,1167-Y
5/11/21,Minnow,161-P
5/11/21,Fukui,1179-Y
5/11/21,Minnow,158-P
5/11/21,Minnow,139-Y
5/11/21,Fukui,1361-G
5/11/21,Minnow,147-Y
5/11/21,Fukui,23-P
5/11/21,Minnow,172-P
5/11/21,Fukui,1190-Y
5/11/21,Minnow,1389-G
5/11/21,Fukui,128-Y
5/11/21,Fukui,133-Y
5/11/21,Minnow,1388-P
5/11/21,Minnow,75-P
5/11/21,Fukui,1101-Y
5/11/21,Fukui,187-Y
5/11/21,Minnow,1404-R
5/11/21,Minnow,684-P
5/11/21,Fukui,1172-Y
5/11/21,Fukui,619-P
5/11/21,Minnow,1119-Y
5/11/21,Fukui,1177-Y
5/11/21,Minnow,668-P
5/11/21,Fukui,644-P
5/11/21,Minnow,73-P
5/11/21,Fukui,115-Y
5/11/21,Minnow,168-P
5/11/21,Fukui,184-Y
5/11/21,Minnow,174-P
5/11/21,Fukui,166-Y
5/11/21,Minnow,1383-P
5/11/21,Fukui,178-Y
5/11/21,Minnow,1131-Y
5/11/21,Fukui,1461-R
5/11/21,Minnow,1343-G
5/11/21,Fukui,1489-R
5/11/21,Minnow,182-Y
5/11/21,Fukui,621-P
5/11/21,Minnow,193-P
5/11/21,Fukui,498-R
5/11/21,Minnow,1081-Y
5/11/21,Fukui,104-Y
5/11/21,Minnow,57-P
5/11/21,Fukui,1488-R
5/11/21,Minnow,1320-G
5/11/21,Fukui,12-P
5/11/21,Minnow,1400-P
5/11/21,Fukui,574-P
5/11/21,Minnow,154-P
5/11/21,Minnow,1107-Y
5/11/21,Fukui,148-Y
5/11/21,Minnow,1106-Y
5/11/21,Fukui,602-P
5/11/21,Minnow,658-P
5/11/21,Fukui,690-P
5/11/21,Minnow,141-P
5/11/21,Fukui,618-P
5/11/21,Minnow,1154-Y
5/11/21,Fukui,1175-Y
5/11/21,Minnow,1427-R
5/11/21,Fukui,609-P
5/11/21,Minnow,1351-G
5/11/21,Fukui,19-P
5/11/21,Minnow,196-P
5/11/21,Fukui,570-P
5/11/21,Minnow,1151-Y
5/11/21,Fukui,648-P
5/11/21,Minnow,1148-B
5/11/21,Fukui,20-P
5/12/21,Minnow,185-Y
5/12/21,Fukui,1496-R
5/12/21,Minnow,1423-R
5/12/21,Fukui,176-P
5/12/21,Minnow,1323-G
5/12/21,Fukui,624-P
5/12/21,Minnow,160-P
5/12/21,Fukui,119-Y
5/12/21,Fukui,1195-Y
5/12/21,Minnow,1072-B
5/12/21,Fukui,1167-Y
5/12/21,Minnow,161-P
5/12/21,Fukui,1179-Y
5/12/21,Minnow,158-P
5/12/21,Minnow,139-Y
5/12/21,Fukui,1361-G
5/12/21,Minnow,147-Y
5/12/21,Fukui,23-P
5/12/21,Minnow,172-P
5/12/21,Fukui,1190-Y
5/12/21,Minnow,1389-G
5/12/21,Fukui,128-Y
5/12/21,Fukui,133-Y
5/12/21,Minnow,1388-P
5/12/21,Minnow,75-P
5/12/21,Fukui,1101-Y
5/12/21,Fukui,187-Y
5/12/21,Minnow,1404-R
5/12/21,Minnow,684-P
5/12/21,Fukui,1172-Y
5/12/21,Minnow,1107-Y
5/12/21,Fukui,148-Y
5/12/21,Minnow,1106-Y
5/12/21,Fukui,602-P
5/12/21,Minnow,658-P
5/12/21,Fukui,690-P
5/12/21,Minnow,141-P
5/12/21,Fukui,618-P
5/12/21,Minnow,1154-Y
5/12/21,Fukui,1175-Y
5/12/21,Minnow,1427-R
5/12/21,Fukui,609-P
5/12/21,Minnow,1351-G
5/12/21,Fukui,19-P
5/12/21,Minnow,196-P
5/12/21,Fukui,570-P
5/12/21,Minnow,1151-Y
5/12/21,Fukui,648-P
5/12/21,Minnow,1148-B
5/12/21,Fukui,20-P
5/12/21,Fukui,619-P
5/12/21,Minnow,1119-Y
5/12/21,Fukui,1177-Y
5/12/21,Minnow,668-P
5/12/21,Fukui,644-P
5/12/21,Minnow,73-P
5/12/21,Fukui,115-Y
5/12/21,Minnow,168-P
5/12/21,Fukui,184-Y
5/12/21,Minnow,174-P
5/12/21,Fukui,166-Y
5/12/21,Minnow,1383-P
5/12/21,Fukui,178-Y
5/12/21,Minnow,1131-Y
5/12/21,Fukui,1461-R
5/12/21,Minnow,1343-G
5/12/21,Fukui,1489-R
5/12/21,Minnow,182-Y
5/12/21,Fukui,621-P
5/12/21,Minnow,193-P
5/12/21,Fukui,498-R
5/12/21,Minnow,1081-Y
5/12/21,Fukui,104-Y
5/12/21,Minnow,57-P
5/12/21,Fukui,1488-R
5/12/21,Minnow,1320-G
5/12/21,Fukui,12-P
5/12/21,Minnow,1400-P
5/12/21,Fukui,574-P
5/12/21,Minnow,154-P
5/12/21,Minnow,1182-B
5/12/21,Fukui,164-Y
5/12/21,Minnow,142-P
5/12/21,Fukui,177-Y
5/12/21,Fukui,141-Y
5/12/21,Fukui,194-Y
5/12/21,Minnow,184-Y
5/12/21,Minnow,1399-G
5/12/21,Minnow,1178-B
5/12/21,Fukui,1188-Y
5/13/21,Minnow,1131-Y
5/13/21,Fukui,574-P
